uf,municipio,qtde,latitude,longitude
BA,RIBEIRA DO AMPARO,5,-11.0421,-38.4242
BA,RIBEIRA DO POMBAL,18,-10.8373,-38.5382
BA,RIBEIRAO DO LARGO,8,-15.4508,-40.7441
BA,RIO DE CONTAS,8,-13.5852,-41.8048
BA,RIO DO ANTONIO,8,-14.4071,-42.0721
BA,RIO DO PIRES,6,-13.1185,-42.2902
BA,RIO REAL,29,-11.4814,-37.9332
BA,RODELAS,2,-8.85021,-38.78
BA,RUY BARBOSA,15,-12.2816,-40.4931
BA,SALINAS DA MARGARIDA,22,-12.873,-38.7562
BA,SALVADOR,2900,-12.9718,-38.5011
BA,SANTA BARBARA,20,-11.9515,-38.9681
BA,SANTA BRIGIDA,3,-9.73227,-38.1209
BA,SANTA CRUZ CABRALIA,53,-16.2825,-39.0295
BA,SANTA CRUZ DA VITORIA,5,-14.964,-39.8115
BA,SANTA INES,14,-13.2793,-39.814
BA,SANTA LUZIA,12,-15.4342,-39.3287
BA,SANTA MARIA DA VITORIA,32,-13.3859,-44.2011
BA,SANTA RITA DE CASSIA,8,-11.0063,-44.5255
BA,SANTA TERESINHA,6,-12.7697,-39.5215
BA,SANTALUZ,20,-11.2508,-39.375
BA,SANTANA,12,-12.9792,-44.0506
BA,SANTANOPOLIS,9,-12.0311,-38.8694
BA,SANTO AMARO,115,-12.5472,-38.7137
BA,SANTO ANTONIO DE JESUS,157,-12.9614,-39.2584
BA,SANTO ESTEVAO,37,-12.428,-39.2505
BA,SAO DESIDERIO,18,-12.3572,-44.9769
BA,SAO DOMINGOS,3,-11.4649,-39.5268
BA,SAO FELIPE,8,-12.8394,-39.0893
BA,SAO FELIX,18,-12.6104,-38.9727
BA,SAO FELIX DO CORIBE,13,-13.4019,-44.1837
BA,SAO FRANCISCO DO CONDE,57,-12.6183,-38.6786
BA,SAO GABRIEL,4,-11.2175,-41.8843
BA,SAO GONCALO DOS CAMPOS,27,-12.4331,-38.9663
BA,SAO JOSE DA VITORIA,6,-15.0787,-39.3437
BA,SAO JOSE DO JACUIPE,4,-11.4137,-39.8669
BA,SAO MIGUEL DAS MATAS,7,-13.0434,-39.4578
BA,SAO SEBASTIAO DO PASSE,29,-12.5123,-38.4905
BA,SAPEACU,16,-12.7208,-39.1824
BA,SATIRO DIAS,5,-11.5929,-38.5938
BA,SAUBARA,19,-12.7387,-38.7625
BA,SAUDE,5,-10.9428,-40.4155
BA,SEABRA,29,-12.4169,-41.7722
BA,SEBASTIAO LARANJEIRAS,4,-14.571,-42.9434
BA,SENHOR DO BONFIM,59,-10.4594,-40.1865
BA,SENTO SE,14,-9.74138,-41.8786
BA,SERRA DO RAMALHO,13,-13.5659,-43.5929
BA,SERRA DOURADA,7,-12.759,-43.9504
BA,SERRA PRETA,9,-12.156,-39.3305
BA,SERRINHA,60,-11.6584,-39.01
BA,SERROLANDIA,14,-11.4085,-40.2983
BA,SIMOES FILHO,146,-12.7866,-38.4029
BA,SITIO DO MATO,8,-13.0801,-43.4689
BA,SITIO DO QUINTO,2,-10.3545,-38.2213
BA,SOBRADINHO,15,-9.45024,-40.8145
BA,SOUTO SOARES,3,-12.088,-41.6427
BA,TABOCAS DO BREJO VELHO,5,-12.7026,-44.0075
BA,TANHACU,6,-14.0197,-41.2473
BA,TANQUE NOVO,4,-13.5485,-42.4934
BA,TANQUINHO,5,-11.968,-39.1033
BA,TAPEROA,9,-13.5321,-39.1009
BA,TAPIRAMUTA,7,-11.8475,-40.7927
BA,TEIXEIRA DE FREITAS,197,-17.5399,-39.74
BA,TEODORO SAMPAIO,10,-12.295,-38.6347
BA,TEOFILANDIA,9,-11.4827,-38.9913
BA,TEOLANDIA,10,-13.5896,-39.484
BA,TERRA NOVA,16,-12.3888,-38.6238
BA,TREMEDAL,12,-14.9736,-41.4142
BA,TUCANO,23,-10.9584,-38.7894
BA,UAUA,14,-9.83325,-39.4794
BA,UBAIRA,18,-13.2714,-39.666
BA,UBAITABA,19,-14.303,-39.3222
BA,UBATA,24,-14.2063,-39.5207
BA,UIBAI,11,-11.3394,-42.1354
BA,UMBURANAS,8,-10.7339,-41.3234
BA,UNA,33,-15.2791,-39.0765
BA,URANDI,21,-14.7678,-42.6498
BA,URUCUCA,19,-14.5963,-39.2851
BA,UTINGA,12,-12.0783,-41.0954
BA,VALENCA,102,-13.3669,-39.073
BA,VALENTE,13,-11.4062,-39.457
BA,VARZEA DA ROCA,5,-11.6005,-40.1328
BA,VARZEA DO POCO,5,-11.5273,-40.3149
BA,VARZEA NOVA,12,-11.2557,-40.9432
BA,VARZEDO,9,-12.9672,-39.3919
BA,VERA CRUZ,67,-12.9568,-38.6153
BA,VEREDA,7,-17.2183,-40.0974
BA,VITORIA DA CONQUISTA,528,-14.8615,-40.8442
BA,WAGNER,4,-12.2819,-41.1715
BA,WANDERLEY,7,-12.1144,-43.8958
BA,WENCESLAU GUIMARAES,15,-13.6908,-39.4762
BA,XIQUE-XIQUE,22,-10.823,-42.7245
CE,ABAIARA,2,-7.34588,-39.0416
CE,ACARAPE,4,-4.22083,-38.7055
CE,ACARAU,29,-2.88769,-40.1183
CE,ACOPIARA,15,-6.08911,-39.448
CE,AIUABA,3,-6.5712199999999985,-40.1178
CE,ALCANTARAS,2,-3.58537,-40.5479
CE,ALTANEIRA,2,-6.99837,-39.7356
CE,ALTO SANTO,2,-5.50894,-38.2743
CE,AMONTADA,5,-3.36017,-39.8288
CE,ANTONINA DO NORTE,2,-6.769189999999999,-39.987
CE,APUIARES,3,-3.94506,-39.4359
CE,AQUIRAZ,58,-3.89929,-38.3896
CE,ARACATI,40,-4.55826,-37.7679
CE,ARACOIABA,14,-4.36872,-38.8125
CE,ARARENDA,2,-4.74567,-40.831
CE,ARARIPE,8,-7.213189999999999,-40.1359
CE,ARATUBA,4,-4.4122900000000005,-39.0471
CE,ARNEIROZ,1,-6.3165,-40.1653
CE,ASSARE,7,-6.8669,-39.8689
CE,AURORA,9,-6.933489999999999,-38.9742
CE,BAIXIO,2,-6.71945,-38.7134
CE,BANABUIU,5,-5.30454,-38.9132
CE,BARBALHA,27,-7.2982,-39.3021
CE,BARREIRA,10,-4.28921,-38.6429
CE,BARRO,2,-7.171880000000002,-38.7741
CE,BARROQUINHA,1,-3.02051,-41.1358
CE,BATURITE,22,-4.32598,-38.8812
CE,BEBERIBE,36,-4.17741,-38.1271
CE,BELA CRUZ,9,-3.04996,-40.1671
CE,BOA VIAGEM,18,-5.11258,-39.7337
CE,BREJO SANTO,16,-7.48469,-38.9799
CE,CAMOCIM,30,-2.9005,-40.8544
CE,CAMPOS SALES,8,-7.06761,-40.3687
CE,CANINDE,34,-4.35162,-39.3155
CE,CAPISTRANO,4,-4.45569,-38.9048
CE,CARIDADE,6,-4.2251400000000015,-39.1912
CE,CARIRE,6,-3.94858,-40.476
CE,CARIRIACU,6,-7.02808,-39.2828
CE,CARIUS,4,-6.52428,-39.4916
CE,CARNAUBAL,3,-4.15985,-40.9413
CE,CASCAVEL,52,-4.12967,-38.2412
CE,CATARINA,9,-6.12291,-39.8736
CE,CATUNDA,6,-4.64336,-40.2
CE,CAUCAIA,306,-3.72797,-38.6619
CE,CEDRO,5,-6.600339999999999,-39.0609
CE,CHAVAL,5,-3.03571,-41.2435
CE,CHORO,4,-4.83906,-39.1344
CE,CHOROZINHO,8,-4.28873,-38.4986
CE,COREAU,5,-3.5415,-40.6587
CE,CRATEUS,41,-5.167680000000002,-40.6536
CE,CRATO,74,-7.2153,-39.4103
CE,CROATA,3,-4.40481,-40.9022
CE,CRUZ,10,-2.91813,-40.176
CE,DEPUTADO IRAPUAN PINHEIRO,3,-5.91485,-39.257
CE,ERERE,1,-6.02751,-38.3461
CE,EUSEBIO,56,-3.8925,-38.4559
CE,FARIAS BRITO,5,-6.9214600000000015,-39.5651
CE,FORQUILHA,14,-3.79945,-40.2634
CE,FORTALEZA,2695,-3.71664,-38.5423
CE,FORTIM,12,-4.45126,-37.7981
CE,FRECHEIRINHA,7,-3.75557,-40.81800000000001
CE,GENERAL SAMPAIO,2,-4.04351,-39.454
CE,GRACA,5,-4.04422,-40.749
CE,GRANJA,8,-3.12788,-40.8372
CE,GRANJEIRO,1,-6.88134,-39.2144
CE,GROAIRAS,6,-3.91787,-40.3852
CE,GUAIUBA,18,-4.04057,-38.6404
CE,GUARACIABA DO NORTE,12,-4.15814,-40.7476
CE,GUARAMIRANGA,3,-4.26248,-38.932
CE,HIDROLANDIA,8,-4.40958,-40.4056
CE,HORIZONTE,54,-4.1209,-38.4707
CE,IBARETAMA,4,-4.80376,-38.7501
CE,IBIAPINA,2,-3.92403,-40.8911
CE,IBICUITINGA,8,-4.96999,-38.6362
CE,ICAPUI,16,-4.71206,-37.3531
CE,ICO,29,-6.39627,-38.8554
CE,IGUATU,46,-6.36281,-39.2892
CE,INDEPENDENCIA,6,-5.3878900000000005,-40.3085
CE,IPAPORANGA,3,-4.89764,-40.7537
CE,IPAUMIRIM,2,-6.78265,-38.7179
CE,IPU,16,-4.3174800000000015,-40.7059
CE,IPUEIRAS,10,-4.53802,-40.7118
CE,IRACEMA,3,-5.8124,-38.2919
CE,IRAUCUBA,6,-3.74737,-39.7843
CE,ITAICABA,4,-4.67146,-37.833
CE,ITAITINGA,37,-3.96577,-38.5298
CE,ITAPAJE,9,-3.68314,-39.5855
CE,ITAPIPOCA,56,-3.4993300000000005,-39.5836
CE,ITAPIUNA,9,-4.55516,-38.9281
CE,ITAREMA,14,-2.9248,-39.9167
CE,ITATIRA,8,-4.52608,-39.6202
CE,JAGUARETAMA,12,-5.6051,-38.7639
CE,JAGUARIBARA,3,-5.67765,-38.5359
CE,JAGUARIBE,21,-5.9021300000000005,-38.6227
CE,JAGUARUANA,13,-4.83151,-37.781
CE,JARDIM,5,-7.575989999999999,-39.2826
CE,JATI,2,-7.6797,-39.0029
CE,JIJOCA DE JERICOACOARA,13,-2.79331,-40.5127
CE,JUAZEIRO DO NORTE,175,-7.1962100000000015,-39.3076
CE,JUCAS,9,-6.51523,-39.5187
CE,LAVRAS DA MANGABEIRA,9,-6.7448,-38.9706
CE,LIMOEIRO DO NORTE,37,-5.14392,-38.0847
CE,MADALENA,4,-4.84601,-39.5725
CE,MARACANAU,236,-3.86699,-38.6259
CE,MARANGUAPE,71,-3.89143,-38.6829
CE,MARCO,4,-3.1285,-40.1582
CE,MARTINOPOLE,4,-3.2252,-40.6896
CE,MASSAPE,14,-3.5236400000000003,-40.3423
CE,MAURITI,6,-7.385969999999999,-38.7708
CE,MERUOCA,5,-3.53974,-40.4531
CE,MILAGRES,7,-7.29749,-38.9378
CE,MILHA,8,-5.67252,-39.1875
CE,MIRAIMA,6,-3.56867,-39.9663
CE,MISSAO VELHA,9,-7.23522,-39.143
CE,MOMBACA,7,-5.73844,-39.63
CE,MONSENHOR TABOSA,4,-4.79102,-40.0646
CE,MORADA NOVA,21,-5.09736,-38.3702
CE,MORAUJO,3,-3.46311,-40.6776
CE,MORRINHOS,6,-3.23426,-40.1233
CE,MUCAMBO,4,-3.90271,-40.7452
CE,MULUNGU,4,-4.30294,-38.9951
CE,NOVA OLINDA,4,-7.08415,-39.6713
CE,NOVA RUSSAS,18,-4.70581,-40.5621
CE,NOVO ORIENTE,7,-5.525519999999998,-40.7713
CE,OCARA,8,-4.4852300000000005,-38.5933
CE,OROS,11,-6.25182,-38.9053
CE,PACAJUS,52,-4.1710699999999985,-38.465
CE,PACATUBA,73,-3.9784,-38.6183
CE,PACOTI,4,-4.22492,-38.922
CE,PACUJA,2,-3.98327,-40.6989
CE,PALHANO,1,-4.73672,-37.9655
CE,PALMACIA,5,-4.13831,-38.8446
CE,PARACURU,22,-3.41436,-39.03
CE,PARAIPABA,17,-3.43799,-39.1479
CE,PARAMBU,12,-6.20768,-40.6905
CE,PARAMOTI,4,-4.08815,-39.2417
CE,PEDRA BRANCA,9,-5.45341,-39.7078
CE,PENAFORTE,7,-7.82163,-39.0707
CE,PENTECOSTE,16,-3.79274,-39.2692
CE,PEREIRO,6,-6.03576,-38.4624
CE,PINDORETAMA,11,-4.01584,-38.3061
CE,PIQUET CARNEIRO,1,-5.80025,-39.417
CE,PIRES FERREIRA,2,-4.23922,-40.6442
CE,PORANGA,4,-4.74672,-40.9205
CE,PORTEIRAS,4,-7.52265,-39.114
CE,POTENGI,4,-7.091539999999998,-40.0233
CE,POTIRETAMA,1,-5.71287,-38.1578
CE,QUITERIANOPOLIS,3,-5.8425,-40.7002
CE,QUIXADA,57,-4.9663,-39.0155
CE,QUIXELO,4,-6.24637,-39.2011
CE,QUIXERAMOBIM,28,-5.19067,-39.2889
CE,QUIXERE,14,-5.07148,-37.9802
CE,REDENCAO,25,-4.21587,-38.7277
CE,RERIUTABA,6,-4.14191,-40.5759
CE,RUSSAS,32,-4.92673,-37.9721
CE,SABOEIRO,6,-6.5346,-39.9017
CE,SALITRE,2,-7.2839800000000015,-40.45
CE,SANTA QUITERIA,7,-4.32608,-40.1523
CE,SANTANA DO ACARAU,12,-3.46144,-40.2118
CE,SANTANA DO CARIRI,4,-7.1761300000000015,-39.7302
CE,SAO BENEDITO,19,-4.04713,-40.8596
CE,SAO GONCALO DO AMARANTE,24,-3.60515,-38.9726
CE,SAO JOAO DO JAGUARIBE,4,-5.27516,-38.2694
CE,SAO LUIS DO CURU,3,-3.66976,-39.2391
CE,SENADOR POMPEU,9,-5.58244,-39.3704
CE,SENADOR SA,2,-3.35305,-40.4662
CE,SOBRAL,125,-3.689130000000001,-40.3482
CE,SOLONOPOLE,5,-5.71894,-39.0107
CE,TABULEIRO DO NORTE,13,-5.243530000000002,-38.1282
CE,TAMBORIL,9,-4.83136,-40.3196
CE,TARRAFAS,1,-6.6783800000000015,-39.753
CE,TAUA,21,-5.98585,-40.2968
CE,TEJUCUOCA,5,-3.98831,-39.5799
CE,TIANGUA,31,-3.72965,-40.9923
CE,TRAIRI,25,-3.26932,-39.2681
CE,TURURU,5,-3.5841300000000005,-39.4297
CE,UBAJARA,19,-3.85448,-40.9204
CE,UMARI,3,-6.63893,-38.7008
CE,UMIRIM,8,-3.67654,-39.3465
CE,URUBURETAMA,7,-3.62316,-39.5107
CE,URUOCA,3,-3.30819,-40.5628
CE,VARJOTA,14,-4.19387,-40.4741
CE,VARZEA ALEGRE,9,-6.78264,-39.2942
CE,VICOSA DO CEARA,11,-3.5667,-41.0916
DF,BRASILIA,5329,-15.7795,-47.9297
ES,AFONSO CLAUDIO,37,-20.0778,-41.1261
ES,AGUA DOCE DO NORTE,20,-18.5482,-40.9854
ES,AGUIA BRANCA,7,-18.9846,-40.7437
ES,ALEGRE,77,-20.758000000000006,-41.5382
ES,ALFREDO CHAVES,8,-20.6396,-40.7543
ES,ALTO RIO NOVO,9,-19.0618,-41.0209
ES,ANCHIETA,52,-20.7955,-40.6425
ES,APIACA,13,-21.1523,-41.5693
ES,ARACRUZ,191,-19.82,-40.2764
ES,ATILIO VIVACQUA,21,-20.913,-41.1986
ES,BAIXO GUANDU,55,-19.5213,-41.0109
ES,BARRA DE SAO FRANCISCO,61,-18.7548,-40.8965
ES,BOA ESPERANCA,16,-18.5395,-40.3025
ES,BOM JESUS DO NORTE,27,-21.1173,-41.6731
ES,BREJETUBA,16,-20.1395,-41.2954
ES,CACHOEIRO DE ITAPEMIRIM,411,-20.8462,-41.1198
ES,CARIACICA,941,-20.2632,-40.4165
ES,CASTELO,27,-20.6033,-41.2031
ES,COLATINA,210,-19.5493,-40.6269
ES,CONCEICAO DA BARRA,46,-18.5883,-39.7362
ES,CONCEICAO DO CASTELO,13,-20.3639,-41.2417
ES,DIVINO DE SAO LOURENCO,11,-20.6229,-41.6937
ES,DOMINGOS MARTINS,45,-20.3603,-40.6594
ES,DORES DO RIO PRETO,8,-20.6931,-41.8405
ES,ECOPORANGA,28,-18.3702,-40.836
ES,FUNDAO,22,-19.937,-40.4078
ES,GOVERNADOR LINDENBERG,5,-19.1864,-40.4473
ES,GUACUI,64,-20.7668,-41.6734
ES,GUARAPARI,244,-20.6772,-40.5093
ES,IBATIBA,48,-20.2347,-41.5087
ES,IBIRACU,18,-19.8366,-40.3732
ES,IBITIRAMA,25,-20.5466,-41.6667
ES,ICONHA,14,-20.7913,-40.8132
ES,IRUPI,20,-20.3501,-41.6444
ES,ITAGUACU,14,-19.8018,-40.8601
ES,ITAPEMIRIM,102,-21.0095,-40.8307
ES,ITARANA,11,-19.875,-40.8753
ES,IUNA,67,-20.3531,-41.5334
ES,JAGUARE,24,-18.907,-40.0759
ES,JERONIMO MONTEIRO,33,-20.7994,-41.3948
ES,JOAO NEIVA,25,-19.7577,-40.386
ES,LARANJA DA TERRA,19,-19.8994,-41.0621
ES,LINHARES,248,-19.3946,-40.0643
ES,MANTENOPOLIS,30,-18.8594,-41.124
ES,MARATAIZES,87,-21.0398,-40.8384
ES,MARECHAL FLORIANO,25,-20.4159,-40.67
ES,MARILANDIA,10,-19.4114,-40.5456
ES,MIMOSO DO SUL,25,-21.0628,-41.3615
ES,MONTANHA,28,-18.1303,-40.3668
ES,MUCURICI,11,-18.0965,-40.52
ES,MUNIZ FREIRE,22,-20.4652,-41.4156
ES,MUQUI,18,-20.9509,-41.346
ES,NOVA VENECIA,71,-18.715,-40.4053
ES,PANCAS,41,-19.2229,-40.8534
ES,PEDRO CANARIO,32,-18.3004,-39.9574
ES,PINHEIROS,38,-18.4141,-40.2171
ES,PIUMA,40,-20.8334,-40.7268
ES,PONTO BELO,8,-18.1253,-40.5458
ES,PRESIDENTE KENNEDY,31,-21.0964,-41.0468
ES,RIO BANANAL,14,-19.2719,-40.3366
ES,RIO NOVO DO SUL,21,-20.8556,-40.9388
ES,SANTA LEOPOLDINA,14,-20.0999,-40.527
ES,SANTA MARIA DE JETIBA,44,-20.0253,-40.7439
ES,SANTA TERESA,21,-19.9363,-40.5979
ES,SAO DOMINGOS DO NORTE,8,-19.1452,-40.6281
ES,SAO GABRIEL DA PALHA,36,-19.0182,-40.5365
ES,SAO JOSE DO CALCADO,23,-21.0274,-41.6636
ES,SAO MATEUS,157,-18.7214,-39.8579
ES,SAO ROQUE DO CANAA,8,-19.7411,-40.6526
ES,SERRA,1170,-20.121,-40.3074
ES,SOORETAMA,36,-19.1897,-40.0974
ES,VARGEM ALTA,20,-20.669,-41.0179
ES,VENDA NOVA DO IMIGRANTE,19,-20.327,-41.1355
ES,VIANA,137,-20.3825,-40.4933
ES,VILA PAVAO,8,-18.6091,-40.609
ES,VILA VALERIO,14,-18.9958,-40.3849
ES,VILA VELHA,1075,-20.3417,-40.2875
ES,VITORIA,752,-20.3155,-40.3128
GO,ABADIA DE GOIAS,20,-16.7573,-49.4412
GO,ABADIANIA,13,-16.197,-48.7057
GO,ACREUNA,27,-17.396,-50.3749
GO,ADELANDIA,3,-16.4127,-50.1657
GO,AGUA FRIA DE GOIAS,4,-14.9778,-47.7823
GO,AGUA LIMPA,3,-18.0771,-48.7603
GO,AGUAS LINDAS DE GOIAS,339,-15.7617,-48.2816
GO,ALEXANIA,43,-16.0834,-48.5076
GO,ALOANDIA,5,-17.7292,-49.4769
GO,ALTO HORIZONTE,9,-14.1978,-49.3378
GO,ALTO PARAISO DE GOIAS,22,-14.1305,-47.51
GO,ALVORADA DO NORTE,10,-14.4797,-46.49100000000001
GO,AMARALINA,3,-13.9236,-49.2962
GO,AMERICANO DO BRASIL,7,-16.2514,-49.9831
GO,AMORINOPOLIS,7,-16.6151,-51.0919
GO,ANAPOLIS,717,-16.3281,-48.953
GO,ANHANGUERA,1,-18.3339,-48.2204
GO,ANICUNS,24,-16.4642,-49.9617
GO,APARECIDA DE GOIANIA,700,-16.8198,-49.2469
GO,APARECIDA DO RIO DOCE,8,-18.2941,-51.1516
GO,APORE,6,-18.9607,-51.9232
GO,ARACU,7,-16.3563,-49.6804
GO,ARAGARCAS,25,-15.8955,-52.2372
GO,ARAGOIANIA,10,-16.9087,-49.4476
GO,ARAGUAPAZ,13,-15.0909,-50.6315
GO,ARENOPOLIS,2,-16.3837,-51.5563
GO,ARUANA,15,-14.9166,-51.075
GO,AURILANDIA,6,-16.6773,-50.4641
GO,AVELINOPOLIS,2,-16.4672,-49.7579
GO,BALIZA,2,-16.1966,-52.5393
GO,BARRO ALTO,12,-14.9658,-48.9086
GO,BELA VISTA DE GOIAS,36,-16.9693,-48.9513
GO,BOM JARDIM DE GOIAS,16,-16.2063,-52.1728
GO,BOM JESUS,33,,
GO,BONFINOPOLIS,13,-16.6173,-48.9616
GO,BONOPOLIS,4,-13.6329,-49.8106
GO,BRAZABRANTES,7,-16.4281,-49.3863
GO,BRITANIA,7,-15.2428,-51.1602
GO,BURITI ALEGRE,12,-18.1378,-49.0404
GO,BURITI DE GOIAS,5,-16.1792,-50.4302
GO,CABECEIRAS,7,-15.7995,-46.9265
GO,CACHOEIRA ALTA,16,-18.7618,-50.9432
GO,CACHOEIRA DE GOIAS,2,-16.6635,-50.646
GO,CACHOEIRA DOURADA,10,-18.4859,-49.4766
GO,CACU,17,-18.5594,-51.1328
GO,CAIAPONIA,22,-16.9539,-51.8091
GO,CALDAS NOVAS,185,-17.7441,-48.6246
GO,CALDAZINHA,4,-16.7117,-49.0013
GO,CAMPESTRE DE GOIAS,7,-16.7624,-49.695
GO,CAMPINACU,3,-13.787,-48.5704
GO,CAMPINORTE,17,-14.3137,-49.1511
GO,CAMPO ALEGRE DE GOIAS,7,-17.6363,-47.7768
GO,CAMPO LIMPO DE GOIAS,9,-16.2971,-49.0895
GO,CAMPOS BELOS,27,-13.035,-46.7681
GO,CAMPOS VERDES,10,-14.2442,-49.6528
GO,CARMO DO RIO VERDE,15,-15.3549,-49.708
GO,CASTELANDIA,3,-18.0921,-50.203
GO,CATALAO,156,-18.1656,-47.944
GO,CATURAI,10,-16.4447,-49.4936
GO,CAVALCANTE,6,-13.7976,-47.4566
GO,CERES,51,-15.3061,-49.6
GO,CEZARINA,22,-16.9718,-49.7758
GO,CHAPADAO DO CEU,17,-18.4073,-52.549
GO,CIDADE OCIDENTAL,130,-16.0765,-47.9252
GO,COCALZINHO DE GOIAS,30,-15.7914,-48.7747
GO,COLINAS DO SUL,3,-14.1528,-48.076
GO,CORREGO DO OURO,6,-16.2918,-50.5503
GO,CORUMBA DE GOIAS,11,-15.9245,-48.8117
GO,CORUMBAIBA,20,-18.1415,-48.5626
GO,CRISTALINA,51,-16.7676,-47.6131
GO,CRISTIANOPOLIS,10,-17.1987,-48.7034
GO,CRIXAS,18,-14.5412,-49.974
GO,CROMINIA,8,-17.2883,-49.3798
GO,CUMARI,8,-18.2644,-48.1511
GO,DAMIANOPOLIS,1,-14.5604,-46.178
GO,DAMOLANDIA,3,-16.2544,-49.3631
GO,DAVINOPOLIS,3,-18.1501,-47.5568
GO,DIORAMA,5,-16.2329,-51.2543
GO,DIVINOPOLIS DE GOIAS,5,-13.2853,-46.3999
GO,DOVERLANDIA,5,-16.7188,-52.3189
GO,EDEALINA,6,-17.4239,-49.6644
GO,EDEIA,17,-17.3406,-49.9295
GO,ESTRELA DO NORTE,4,-13.8665,-49.0716
GO,FAINA,8,-15.4473,-50.3622
GO,FAZENDA NOVA,9,-16.1834,-50.7781
GO,FIRMINOPOLIS,17,-16.5778,-50.304
GO,FLORES DE GOIAS,3,-14.4451,-47.0417
GO,FORMOSA,147,-15.54,-47.337
GO,FORMOSO,12,-13.6499,-48.8775
GO,GAMELEIRA DE GOIAS,2,-16.4854,-48.6454
GO,GOIANAPOLIS,23,-16.5098,-49.0234
GO,GOIANDIRA,15,-18.1352,-48.0875
GO,GOIANESIA,100,-15.3118,-49.1162
GO,GOIANIA,2503,-16.6864,-49.2643
GO,GOIANIRA,90,-16.4947,-49.427
GO,GOIAS,34,-15.9333,-50.14
GO,GOIATUBA,44,-18.0105,-49.3658
GO,GOUVELANDIA,5,-18.6238,-50.0805
GO,GUAPO,35,-16.8297,-49.5345
GO,GUARAITA,1,-15.6121,-50.0265
GO,GUARANI DE GOIAS,3,-13.9421,-46.4868
GO,GUARINOS,1,-14.7292,-49.7006
GO,HEITORAI,4,-15.719,-49.8268
GO,HIDROLANDIA,26,-16.9626,-49.2265
GO,HIDROLINA,2,-14.7261,-49.4634
GO,IACIARA,6,-14.1011,-46.6335
GO,INACIOLANDIA,10,-18.4869,-49.9888
GO,INDIARA,20,-17.1387,-49.9862
GO,INHUMAS,77,-16.3611,-49.5001
GO,IPAMERI,43,-17.7215,-48.1581
GO,IPIRANGA DE GOIAS,2,-15.1689,-49.6695
GO,IPORA,55,-16.4398,-51.118
GO,ISRAELANDIA,3,-16.3144,-50.9087
GO,ITABERAI,43,-16.0206,-49.806
GO,ITAGUARI,2,-15.918,-49.6071
GO,ITAGUARU,6,-15.7565,-49.6354
GO,ITAJA,8,-19.0673,-51.5495
GO,ITAPACI,29,-14.9522,-49.5511
GO,ITAPIRAPUA,12,-15.8205,-50.6094
GO,ITAPURANGA,37,-15.5606,-49.949
GO,ITARUMA,5,-18.7646,-51.3485
GO,ITAUCU,10,-16.2029,-49.6109
GO,ITUMBIARA,117,-18.4093,-49.2158
GO,IVOLANDIA,5,-16.5995,-50.7921
GO,JANDAIA,12,-17.0481,-50.1453
GO,JARAGUA,66,-15.7529,-49.3344
GO,JATAI,157,-17.8784,-51.7204
GO,JAUPACI,7,-16.1773,-50.9508
GO,JESUPOLIS,5,-15.9484,-49.3739
GO,JOVIANIA,12,-17.802,-49.6197
GO,JUSSARA,30,-15.8659,-50.8668
GO,LEOPOLDO DE BULHOES,11,-16.619,-48.7428
GO,LUZIANIA,391,-16.253,-47.95
GO,MAIRIPOTABA,5,-17.2975,-49.4898
GO,MAMBAI,3,-14.4823,-46.1165
GO,MARA ROSA,18,-14.0148,-49.1777
GO,MARZAGAO,11,-17.983,-48.6415
GO,MATRINCHA,6,-15.4342,-50.7456
GO,MAURILANDIA,7,-17.9719,-50.3388
GO,MIMOSO DE GOIAS,1,-15.0515,-48.1611
GO,MINACU,25,-13.5304,-48.2206
GO,MINEIROS,59,-17.5654,-52.5537
GO,MOIPORA,3,-16.5434,-50.739
GO,MONTE ALEGRE DE GOIAS,5,-13.2552,-46.8928
GO,MONTES CLAROS DE GOIAS,19,-16.0059,-51.3979
GO,MONTIVIDIU,10,-17.4439,-51.1728
GO,MONTIVIDIU DO NORTE,3,-13.3485,-48.6853
GO,MORRINHOS,71,-17.7334,-49.1059
GO,MORRO AGUDO DE GOIAS,3,-15.3184,-50.0553
GO,MOSSAMEDES,10,-16.124000000000002,-50.2136
GO,MOZARLANDIA,20,-14.7457,-50.5713
GO,MUNDO NOVO,7,-13.7729,-50.2814
GO,MUTUNOPOLIS,4,-13.7303,-49.2745
GO,NAZARIO,19,-16.5808,-49.8817
GO,NEROPOLIS,41,-16.4047,-49.2227
GO,NIQUELANDIA,35,-14.4662,-48.4599
GO,NOVA AMERICA,1,-15.0206,-49.8953
GO,NOVA AURORA,2,-18.0597,-48.2552
GO,NOVA CRIXAS,20,-14.0957,-50.33
GO,NOVA GLORIA,11,-15.145,-49.5737
GO,NOVA IGUACU DE GOIAS,3,-14.2868,-49.3872
GO,NOVA ROMA,2,-13.7388,-46.8734
GO,NOVA VENEZA,8,-16.3695,-49.3168
GO,NOVO BRASIL,7,-16.0313,-50.7113
GO,NOVO GAMA,183,-16.0592,-48.0417
GO,NOVO PLANALTO,5,-13.2424,-49.506
GO,ORIZONA,10,-17.0334,-48.2964
GO,OURO VERDE DE GOIAS,10,-16.2181,-49.1942
GO,OUVIDOR,13,-18.2277,-47.8355
GO,PADRE BERNARDO,40,-15.1605,-48.2833
GO,PALESTINA DE GOIAS,4,-16.7392,-51.5309
GO,PALMEIRAS DE GOIAS,47,-16.8044,-49.924
